uniq_id,image_path,text,label,category_name,split
1ed4693d57d94d149973ad8577a0c238,data/images/1ed4693d57d94d149973ad8577a0c238.jpg,Rubie's Costume Reel F/X Acid Eye Socket Wound Kit,4,,train
da55f3f4800b4f0a8129e4ca56153ccc,data/images/da55f3f4800b4f0a8129e4ca56153ccc.jpg,Dark Horse Deluxe Frank Frazetta The Destroyer Magnet,4,,train
59c23a9ac356494fb8f427f5c85acffc,data/images/59c23a9ac356494fb8f427f5c85acffc.jpg,"Lionel Trains - Looney Tunes Ambush Shack (Plug-Expand-Play), O Gauge",4,,train
97798f7672094bf092b794f5e4541a92,data/images/97798f7672094bf092b794f5e4541a92.jpg,Rec-Tek Over the Door Skeet Hunt Game for Kids - Features Easy Assembly and Easily Adjustable Height - No Tools Required,4,,train
8d45ee35a8824365a02eaf9f173be596,data/images/8d45ee35a8824365a02eaf9f173be596.jpg,Funko Pop! Animation: Speed Racer - Speed in Helmet (Styles May Vary),4,,train
027fbe8348b34d64b4506593e7dead22,data/images/027fbe8348b34d64b4506593e7dead22.jpg,"Funko Pop Animation: Pusheen - Pusheen Mermaid Collectible Figure, Multicolor",4,,val
48a21767c0ed4d238c08003184bf9c6c,data/images/48a21767c0ed4d238c08003184bf9c6c.jpg,Star Wars Shoretrooper Classic Mini Bust,4,,train
a8ee346e6df7408faec808b8b4ac2ef0,data/images/a8ee346e6df7408faec808b8b4ac2ef0.jpg,PJ Masks Catboy Medium Plush Basket,4,,train
f3b2ac9e1f6041998ef16461eddb63e3,data/images/f3b2ac9e1f6041998ef16461eddb63e3.jpg,Ravensburger Mama Knows Best 1000 Piece Jigsaw Puzzle,4,,train
7bcd0c147a4246bfb53ff10b82b9c3c7,data/images/7bcd0c147a4246bfb53ff10b82b9c3c7.jpg,Funko Pop! Directors: Ava DuVernay,4,,train
98e45f8803ea4c0ebd4caa3ae640be2f,data/images/98e45f8803ea4c0ebd4caa3ae640be2f.jpg,SCHLEICH Monster Octopus w/ Weapon,4,,train
d6a8e5c3570843f99edb2bc1ea23760c,data/images/d6a8e5c3570843f99edb2bc1ea23760c.jpg,Pokemon TCG: Poke Ball Tin Red - 3 Booster Pack with 1 Coin,4,,val
01fe759ffa8f49b781f0b9f89b300d02,data/images/01fe759ffa8f49b781f0b9f89b300d02.jpg,Eureka Peanuts Summer Fun Paper Cut Outs,4,,train
9b851911801249879e0b27ff7c1fa715,data/images/9b851911801249879e0b27ff7c1fa715.jpg,CHROMA 000914 914 Hello Kitty Plush Auto Ornament,4,,train
6b6f52c83a4d423188b58307be637ce0,data/images/6b6f52c83a4d423188b58307be637ce0.jpg,Ben 10 Armored Heatblast Figure,4,,train
53ba1737cb1a41f3aebbeee7fc8dcf24,data/images/53ba1737cb1a41f3aebbeee7fc8dcf24.jpg,"Learning Resources New Sprouts Complete Play Food Set, 50 Pieces",4,,train
c3460f66a0fa4bbb9abf521be9357cac,data/images/c3460f66a0fa4bbb9abf521be9357cac.jpg,Popular Playthings Mix or Match Vehicles 2 Kit,4,,train
6a00526afc724118894b149083a56803,data/images/6a00526afc724118894b149083a56803.jpg,Square Enix Dragon Quest XI: Sylvando & RAB Action Figure Set,4,,val
46db9ee271fa42f78c04093e9660754f,data/images/46db9ee271fa42f78c04093e9660754f.jpg,Daron Skymarks Etihad 787-9 Airplane Model (1/200 Scale),4,,train
cd9446a66b994d21b05a5d0f2eba11f2,data/images/cd9446a66b994d21b05a5d0f2eba11f2.jpg,Hape Polym Construction Site | 43Piece Building Brick Forklift Bulldozer Toy Set with Figurines & Accessories,4,,train
32b0746a86214042a120875f85eecc75,data/images/32b0746a86214042a120875f85eecc75.jpg,"Fisher-Price Nickelodeon Shimmer & Shine, Teenie Genies Multi-Pack, Season 3 #5",4,,train
dd0590769cda4ffcab4afbde61902279,data/images/dd0590769cda4ffcab4afbde61902279.jpg,Trend Lab Unicorn Moon Jumbo Deluxe Flannel Swaddle Blanket,4,,train
4aaed9af354d44ce8a4771f2b2429d6a,data/images/4aaed9af354d44ce8a4771f2b2429d6a.jpg,Power Trains Military Helicopters Engine Pack,4,,train
70bd0c8c7bf346fb8191474e06f06306,data/images/70bd0c8c7bf346fb8191474e06f06306.jpg,"Union Creative Hyperdimension Neptunia: Black Heart (Dress Version) PVC Figure, Multicolor",4,,train
069a879f4c004f8c9d0615dd0b0b7215,data/images/069a879f4c004f8c9d0615dd0b0b7215.jpg,"Rohl U.3270L-PN-2 Mb1951Lmtcb Two 1/2"" Deck Sidevalves",4,,train
3cde2129657d41aca0c93a10c04b2042,data/images/3cde2129657d41aca0c93a10c04b2042.jpg,Black Catsuit - Adult M/L | 2 Ct.,4,,train
7e9d5d90c9e042e2b441a2af523db4a6,data/images/7e9d5d90c9e042e2b441a2af523db4a6.jpg,"Funko 35991 POP PEZ: Batman 1966 TV - Robin, Multicolor",4,,val
285c1c4342f4441f852274493592c7b5,data/images/285c1c4342f4441f852274493592c7b5.jpg,"DC Collectibles Yellow Lantern Power Battery & Ring Prop Replica, 1: Scale",4,,train
f892bbf1386a496a88e226b1c19e7e34,data/images/f892bbf1386a496a88e226b1c19e7e34.jpg,"Amscan 450458 Party Supplies Chalkboard Paper Stickers, 3 1/4"" x 2 1/4"", Multicolor",4,,train
dbf0cb538c49484db85897358bb96f7e,data/images/dbf0cb538c49484db85897358bb96f7e.jpg,"Kate Aspen Set of 4 Assorted Candle, Whooo's The Cutest Baby Owl",4,,train
cc242466ba5346cf958b9774c06a52d0,data/images/cc242466ba5346cf958b9774c06a52d0.jpg,Ben 10 Hot Shot Action Figure,4,,train
d741808d3e274591ae9cad0b4a8d473a,data/images/d741808d3e274591ae9cad0b4a8d473a.jpg,"Crocodile Creek Solar System Playground Ball, Blue, 5""",4,,val
78907aeace60419f8d4a90af588eac32,data/images/78907aeace60419f8d4a90af588eac32.jpg,Playskool Friends Sesame Street Bean Bag Buddies Cookie Monster Plush,4,,train
b010fd5f00be4ed6805e02e1a49b2f2d,data/images/b010fd5f00be4ed6805e02e1a49b2f2d.jpg,Funko Dorbz: Jack Torrance (Styles May Vary) The Shining - Collectible Vinyl Figure,4,,train
f0983bb7a3dd4c74947e020d66766278,data/images/f0983bb7a3dd4c74947e020d66766278.jpg,Marvel Legends Series Avengers Infinity War 6-inch Serpent Society,4,,train
de5f7c4e6dfd4962836b5d51707451e8,data/images/de5f7c4e6dfd4962836b5d51707451e8.jpg,"Funko 34413 Pop! Pez: Quaker Oats - Crunch Berry Monster, Multicolor",4,,train
48e40a1b73f54a15af0630e0670fc8bf,data/images/48e40a1b73f54a15af0630e0670fc8bf.jpg,SCHLEICH Carnotaurus,4,,train
4def4183f24a4b09860e8c60df9d3d93,data/images/4def4183f24a4b09860e8c60df9d3d93.jpg,Green Toys House Play Set - Pink,4,,val
a10a0b172c4f4482b6b8db95cdb1a553,data/images/a10a0b172c4f4482b6b8db95cdb1a553.jpg,Rubie's Costume Co - Marvel: Black Panther Movie Deluxe Boys Erik Killmonger Battle Suit Costume,4,,train
8815f71e271849c2a9ce1529bb74e1ca,data/images/8815f71e271849c2a9ce1529bb74e1ca.jpg,Funko Pop! Ad Icons: Morton - Salt Girl,4,,val
72a67df54b19406f93c95cef411d76dc,data/images/72a67df54b19406f93c95cef411d76dc.jpg,Yu-Gi-Oh! Trading Card Game Battle Kit 3: Sealed Play Battle Kit Box,4,,train
e11dfc2dc4d849ebbc3bad51ef3237c2,data/images/e11dfc2dc4d849ebbc3bad51ef3237c2.jpg,"PDP Pixel Pals Ren & Stimpy Ren Collectible Lighted Figure, 878-040-NA-REN",4,,train
3d3fb19993714d0d8b2ddeb7213fa927,data/images/3d3fb19993714d0d8b2ddeb7213fa927.jpg,RYAN'S WORLD YouTube Trunk- Red Titan,4,,train
c8b47da937324110b42c1e87fbc90764,data/images/c8b47da937324110b42c1e87fbc90764.jpg,Quercetti Pixel Evo Girl Pegboard with Carry Case,4,,train
e36c4b93816e4575895995eb7c5e6bc9,data/images/e36c4b93816e4575895995eb7c5e6bc9.jpg,"Funko POP! WWE: WWE Jake the Snake (styles may vary) Collectible Figure, Multicolor",4,,train
3b1ee4bcd6214ddd9219eeba07a0da06,data/images/3b1ee4bcd6214ddd9219eeba07a0da06.jpg,"Spider-Man: Far from Home Deluxe 13-Inch-Scale Web Gear Action Figure with Sound FX, Suit Upgrades, and Web Blaster Accessory",4,,train
611bc4e7b74d45399f54c9738650236f,data/images/611bc4e7b74d45399f54c9738650236f.jpg,Batgirl Child Costume in Pink,4,,val
36c3d2a179a94f7c9dcbab6e228fc0bf,data/images/36c3d2a179a94f7c9dcbab6e228fc0bf.jpg,"2"" GNOME RUBBER DUCKIES",4,,train
0fec14a550474a5e98fa4ff2950247fd,data/images/0fec14a550474a5e98fa4ff2950247fd.jpg,Funko Pop! Rocks: BTS - Jungkook,4,,val
97170441b3984dda97f0bc24fbf0bd81,data/images/97170441b3984dda97f0bc24fbf0bd81.jpg,MARVEL Punisher Animated Statue,4,,train
183bf247d99247a8a7708e9000701f28,data/images/183bf247d99247a8a7708e9000701f28.jpg,"Rubie's JoJo Siwa Hair Bow, Teal",4,,train
538c88a83dcb43a1a3ed716d7aeda096,data/images/538c88a83dcb43a1a3ed716d7aeda096.jpg,NeuroSky MindWave Mobile 2: Brainwave Starter Kit,4,,train
008461fc7f1c409d8916fc85555605ef,data/images/008461fc7f1c409d8916fc85555605ef.jpg,Funko Pop! Music: Duran - Andy Taylor,4,,train
3bdf00fba07e4840b1948d44503f907d,data/images/3bdf00fba07e4840b1948d44503f907d.jpg,Edushape Halilit Sounds of the Forest Activity Book,4,,train
0fc33d5bd1ee44b4aa0b5759528c47d0,data/images/0fc33d5bd1ee44b4aa0b5759528c47d0.jpg,Funko Pop! Games: Jedi Fallen Order - Cal Kestis with BD-1,4,,train
bcd958fedf784b8b8ad281017efaa094,data/images/bcd958fedf784b8b8ad281017efaa094.jpg,Team Associated 91171 Factory Team 4x4 Aluminum Wheel Hexes,4,,train
c5e71c4c54a84513af3dc9f1bcec53b9,data/images/c5e71c4c54a84513af3dc9f1bcec53b9.jpg,"Ride on Toy, Remote Control Space Car for Kids by Lil' Rider – Battery Powered, Toys for Boys and Girls, 2- 6 Year Old",4,,train
7515333d471749d59b87992f605f0522,data/images/7515333d471749d59b87992f605f0522.jpg,Star Wars The Vintage Collection Jyn Erso 3.75-inch Figure,4,,train
47b49e95be724ffe8d7eab218d5ab8d7,data/images/47b49e95be724ffe8d7eab218d5ab8d7.jpg,Square Enix Dragon Quest IV: Alena Bring Arts Action Figure,4,,train
1fa2772f88e645b6bf30afcacece2c97,data/images/1fa2772f88e645b6bf30afcacece2c97.jpg,Hasbro Top Wing Swift's Flash Wing Rescue Vehicle,4,,val
92007eeeb0044e639c3d3dd2658deb28,data/images/92007eeeb0044e639c3d3dd2658deb28.jpg,"Barbuzzo Loaded Dice - The Ultimate Home Party Drinking Game - Fill the Shot, Slam it Down, & Do Whatever the Die Tells you to Do - Great Gift For Home Entertaining, Parties, Tailgates & Get Togethers",4,,val
b17dc2c457314829a425e39f2dba636d,data/images/b17dc2c457314829a425e39f2dba636d.jpg,Ben 10 Omni-Glitch Heroes: Ben-Heatblast-Shock Rock,4,,train
030e41910b63421e801a4da9f0dc00b6,data/images/030e41910b63421e801a4da9f0dc00b6.jpg,HearthSong Battery-Operated Teepee String Lights,4,,train
c0e9be077a9444889a2537d932be902e,data/images/c0e9be077a9444889a2537d932be902e.jpg,"Premier Energizer AUX Cable Auxiliary Audio Cord Nylon Braided Flat Audio Link Car Music Connector 3.5mm Jack Male to Male Reinforced Tip, 4ft 6ft 8ft",4,,train
9ec98b4da06042e8aaa75a2e201614bd,data/images/9ec98b4da06042e8aaa75a2e201614bd.jpg,"Funko Pop! Disney: Toy Story 4 - Bunny, Multicolor",4,,train
71d541034c0743e887b0c860b049c7cf,data/images/71d541034c0743e887b0c860b049c7cf.jpg,"Amscan 156590 Clear Hot-Stamped Seal, 6 1/4"" x 5 1/4"", Silver",4,,train
d4e4bb8ae1cc40afafcc29e4ba9b9a67,data/images/d4e4bb8ae1cc40afafcc29e4ba9b9a67.jpg,Raising Hell Card Game Adult Party Game,4,,train
27093cdc10bc40dfbb7c4df4949012b5,data/images/27093cdc10bc40dfbb7c4df4949012b5.jpg,Maisto 1: 24 W/B - Special Edition - 2017 Chevrolet Colorado Zr2 (White),4,,train
ee6ebe3cee4546f0b5315ba3d58eba58,data/images/ee6ebe3cee4546f0b5315ba3d58eba58.jpg,SCHLEICH 15012 Dimorphodon,4,,train
41260f2b8a54488a839c918444a57746,data/images/41260f2b8a54488a839c918444a57746.jpg,Calico Critters Comfy Living Room Set,4,,val
1ebaf6d2e3d94fe1bf1b3de5fbc5b6d8,data/images/1ebaf6d2e3d94fe1bf1b3de5fbc5b6d8.jpg,"AngelStar 15513 Archangel Pocket Shield Token, 1-1/4 by 1-Inch, Michael",4,,train
9477a80b5c814a9782ed2910204159ea,data/images/9477a80b5c814a9782ed2910204159ea.jpg,"Papo Grey Mouse Figure, Multicolor",4,,train
575a432bbf8b495db86eb738044901f2,data/images/575a432bbf8b495db86eb738044901f2.jpg,My Little Pony Friendship is Magic Starlight Glimmer Small Plush,4,,val
699d137ef07c402f92046058e0e43a75,data/images/699d137ef07c402f92046058e0e43a75.jpg,"Fisher-Price Little People Disney Princess, Snow White & Dopey Figures",4,,train
d66c17e753ae453393b72147879f907b,data/images/d66c17e753ae453393b72147879f907b.jpg,"hand2mind ETA Alphabet Letter Tiles, 278 Lowercase Tiles",4,,train
6e80901bdc2d4e9794c730348a5d6431,data/images/6e80901bdc2d4e9794c730348a5d6431.jpg,"Rhode Island Novelty 12 Little Zoo Animals Toy Figure, 2.5 Inch",4,,val
ff03e734deea4b1b9c8420ec2457dc95,data/images/ff03e734deea4b1b9c8420ec2457dc95.jpg,Roblox Cannoneers: Battle for Jolly Island Game Pack,4,,val
81bb111989f9473a88ea10db3c87006e,data/images/81bb111989f9473a88ea10db3c87006e.jpg,Playskool Heroes Marvel Super Hero Adventures Iron Man and Marvel’s Hawkeye,4,,train
a3b84c732e784e2998f7e7ec0f417cdb,data/images/a3b84c732e784e2998f7e7ec0f417cdb.jpg,"Rite Lite Chanukah Sing-Along Microphone Toys & Games, Blue",4,,train
a042e74ccdc84d8d81ca8c3502b3d10e,data/images/a042e74ccdc84d8d81ca8c3502b3d10e.jpg,Funko Pop! Animation: Yu Hakusho - Botan,4,,val
818c739c4689453b804a0406d194deba,data/images/818c739c4689453b804a0406d194deba.jpg,Universal Trampoline Pole Cap by Upper Bounce,4,,train
05f46b6cc5ce4120abc7d9e98549e287,data/images/05f46b6cc5ce4120abc7d9e98549e287.jpg,Factory Entertainment Ghostbusters Slimer Premium Motion Statue,4,,train
142a599bcb1e4143bfafdfd8f4835174,data/images/142a599bcb1e4143bfafdfd8f4835174.jpg,"Melissa & Doug Shape Sequence Sorting Set (Wooden Toy, Great Gift for Girls and Boys - Best for 3, 4, 5, and 6 Year Olds)",4,,train
72e8596159564a11adc546b598e4275c,data/images/72e8596159564a11adc546b598e4275c.jpg,Papo Quetzalcoaltus,4,,val
392db14befcb4946857fedc248288557,data/images/392db14befcb4946857fedc248288557.jpg,Funko Pop! Animation: Scooby Doo- Shaggy with Sandwich,4,,train
d75dd404ac3241419ac1aaa601d6f63b,data/images/d75dd404ac3241419ac1aaa601d6f63b.jpg,Fun World White Floating Ghost Costume for Kids,4,,val
2984737de81f410c844a9b89d8cff72d,data/images/2984737de81f410c844a9b89d8cff72d.jpg,"DC Collectibles Artists Alley: Batgirl (Black & White Variant) by Chrissie Zullo Designer Vinyl Figure, Multicolor",4,,train
dd5279d34fd74e1db003e38bc1c2ba7b,data/images/dd5279d34fd74e1db003e38bc1c2ba7b.jpg,"Fisher-Price Little People Big Helpers Home, Blue (Frustration Free Packaging)",4,,val
9560a707ff004dfc88270a53d6f93f7a,data/images/9560a707ff004dfc88270a53d6f93f7a.jpg,Eureka Muppets Star Paper Cut Outs,4,,train
304e5c6b944f4997954636f80615d08c,data/images/304e5c6b944f4997954636f80615d08c.jpg,"Dreamworks Dragons, Lightfury Deluxe Dragon with Lights & Sounds, for Kids Aged 4 & Up",4,,train
1a81d5f38bce4bfeb9056a32c3063095,data/images/1a81d5f38bce4bfeb9056a32c3063095.jpg,CollectA Woodlands Red Squirrel (Eating) Miniature Toy Figure - Authentic Hand Painted Model,4,,val
2f06565759494222b40a50480a7e9de1,data/images/2f06565759494222b40a50480a7e9de1.jpg,Signs 4 Fun NTIDL3 Stooges-Larry's Driver's License,4,,train
38b17653cf5742b682f7a1886dee438f,data/images/38b17653cf5742b682f7a1886dee438f.jpg,"PDP Pixel Pals Ren & Stimpy Stimpy Collectible Lighted Figure, 878-040-NA-STM",4,,train
5849557e7aeb45baacd13b79cde9a193,data/images/5849557e7aeb45baacd13b79cde9a193.jpg,"alphamax Yosuga No Sora: Kasugano (Kimono Version) 1: 7 Scale PVC Figure, Multicolor",4,,train
b4d8cff21ae6419baf2e688e5132a376,data/images/b4d8cff21ae6419baf2e688e5132a376.jpg,"DIAMOND SELECT TOYS Marvel Gallery: Avengers Infinity War Movie Doctor Strange PVC Diorama Figure, Blue",4,,train
